Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
MX1,MX-NoLED,MXOnly-1U-Hotswap,182.08625,-80.264,0,top
MX2,MX-NoLED,MXOnly-1U-Hotswap,201.13625,-80.264,0,top
MX3,MX-NoLED,MXOnly-1U-Hotswap,182.08625,-99.314,0,top
MX4,MX-NoLED,MXOnly-1U-Hotswap,201.13625,-99.314,0,top
MX5,MX-NoLED,MXOnly-1U-Hotswap,220.18625,-99.314,0,top
